,name_id,name,grade_mean,cluster,coord,lat,lon,pais
258,644,cramps,48.8,2,"(-41.8744195, 146.8242042)",-41.8744195,146.8242042,Australia
259,646,driven,50.75,0,"(59.7651657, 21.522893289448884)",59.7651657,21.522893289448884,Suomi / Finland
260,647,guillotine,49.25,1,"(50.8337758, 14.7507694)",50.8337758,14.7507694,Deutschland
261,648,marxism,49.2,2,"(23.1594382, 113.3433568)",23.1594382,113.3433568,中国
262,650,on the wagon,49.0,2,"(29.9937558, -97.8632491)",29.9937558,-97.8632491,United States
263,655,taxi driver,52.5,3,"(41.5349262, 13.650929)",41.5349262,13.650929,Italia
264,659,whimsical,42.0,2,"(47.67217095, -117.22624616337473)",47.67217095,-117.22624616337473,United States
265,660,hashish,68.0,2,"(14.7961, 33.4809)",14.7961,33.4809,السودان
266,661,julius caesar,51.0,1,"(14.6167087, 121.1217554)",14.6167087,121.1217554,Philippines
267,662,mississippi moonshine,63.4,2,"(34.9366315, -89.9920819)",34.9366315,-89.9920819,United States
268,663,odyssey,53.0,2,"(38.7453944, -76.6294061)",38.7453944,-76.6294061,United States
269,666,puddles,55.0,2,"(48.3899336, -122.4975468)",48.3899336,-122.4975468,United States
270,668,split wave,48.75,0,"(43.5080225, 16.4347882)",43.5080225,16.4347882,Hrvatska
271,669,tsunami,62.5,3,"(50.411209, 16.456876968930523)",50.411209,16.456876968930523,Polska
272,671,buzz off,33.0,2,"(16.4141003, 120.5963884)",16.4141003,120.5963884,Philippines
273,672,charged,51.0,1,"(51.6989868, -2.2377653413491263)",51.6989868,-2.2377653413491263,United Kingdom
